States/UTs,Year,CrimeHead,Male_below 14 years,Male_14 and above – below 18 years,Male_18 and above – below 30 years,Male_30 and above – below 45 years,Male_45 and above – below 60 years,Male_60 years & above,Male_Total,Female_below 14 years,Female_14 and above – below 18 years,Female_18 and above – below 30 years,Female_30 and above – below 45 years,Female_45 and above – below 60 years,Female_60 years & above,Female_Total,Transgender_below 14 years,Transgender_14 and above – below 18 years,Transgender_18 and above – below 30 years,Transgender_30 and above – below 45 years,Transgender_45 and above – below 60 years,Transgender_60 years & above,Transgender_Total,Grand Total
D&N Haveli,2014,Business (Total),0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D&N Haveli,2014,Vendor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Others,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
D&N Haveli,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Daily Wage Earner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D&N Haveli,2014,Retired Persons,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
D&N Haveli,2014,Others,0,2,8,2,5,4,21,0,3,11,2,1,1,18,0,0,0,0,0,0,0,39
D&N Haveli,2014,Total,1,4,15,12,8,5,45,0,6,18,4,1,2,31,0,0,0,0,0,0,0,76
Daman & Diu,2014,Housewife,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,0,0,0,0,0,0,4
Daman & Diu,2014,Profession/Salaried Persons (Total),0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Daman & Diu,2014,Govt. Servants (Total),0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Daman & Diu,2014,Central/UT Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,State Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Other Statutory Body/etc.,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Daman & Diu,2014,Private Sector Enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Students,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Daman & Diu,2014,Unemployed Persons,0,0,2,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Daman & Diu,2014,Self-employed Persons (Total),0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Daman & Diu,2014,Business (Total),0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Daman & Diu,2014,Vendor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Others,0,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Daman & Diu,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Daily Wage Earner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daman & Diu,2014,Retired Persons,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Daman & Diu,2014,Others,0,0,2,5,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
Daman & Diu,2014,Total,0,0,11,8,2,1,22,0,1,2,2,0,0,5,0,0,0,0,0,0,0,27
Delhi UT,2014,Housewife,0,0,0,0,0,0,0,0,0,142,64,12,5,223,0,0,0,0,0,0,0,223
Delhi UT,2014,Profession/Salaried Persons (Total),0,0,76,68,15,0,159,0,0,24,4,1,0,29,0,0,0,0,0,0,0,188
Delhi UT,2014,Govt. Servants (Total),0,0,6,12,1,0,19,0,0,14,1,0,0,15,0,0,0,0,0,0,0,34
Delhi UT,2014,Central/UT Govt. Servants,0,0,5,6,0,0,11,0,0,13,1,0,0,14,0,0,0,0,0,0,0,25
Delhi UT,2014,State Govt. Servants,0,0,0,2,1,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,4
Delhi UT,2014,Other Statutory Body/etc.,0,0,1,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Delhi UT,2014,Private Sector Enterprises,0,0,56,33,6,0,95,0,0,5,3,0,0,8,0,0,0,0,0,0,0,103
Delhi UT,2014,Public Sector Undertaking,0,0,14,23,8,0,45,0,0,5,0,1,0,6,0,0,0,0,0,0,0,51
Delhi UT,2014,Students,14,68,62,3,0,0,147,7,49,38,0,0,0,94,0,0,0,0,0,0,0,241
Delhi UT,2014,Unemployed Persons,0,11,98,93,27,2,231,2,2,25,9,0,0,38,0,0,0,0,0,0,0,269
Delhi UT,2014,Self-employed Persons (Total),0,0,65,60,11,2,138,0,0,5,9,0,0,14,0,0,0,0,0,0,0,152
Delhi UT,2014,Business (Total),0,0,50,43,7,2,102,0,0,1,6,0,0,7,0,0,0,0,0,0,0,109
Delhi UT,2014,Vendor,0,0,11,3,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
Delhi UT,2014,Tradesmen,0,0,2,1,0,2,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6
Delhi UT,2014,Others,0,0,37,39,6,0,82,0,0,0,6,0,0,6,0,0,0,0,0,0,0,88
Delhi UT,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delhi UT,2014,Others,0,0,15,17,4,0,36,0,0,4,3,0,0,7,0,0,0,0,0,0,0,43
Delhi UT,2014,Daily Wage Earner,0,4,40,32,12,1,89,0,0,3,7,5,0,15,0,0,0,0,0,0,0,104
Delhi UT,2014,Retired Persons,0,0,0,0,0,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5
Delhi UT,2014,Others,4,47,260,159,140,46,656,14,38,120,55,12,18,257,0,0,0,0,0,0,0,913
Delhi UT,2014,Total,18,130,601,415,205,55,1424,23,89,357,148,30,24,671,0,0,0,0,0,0,0,2095
Lakshadweep,2014,Housewife,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
Lakshadweep,2014,Profession/Salaried Persons (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Govt. Servants (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Central/UT Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,State Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Private Sector Enterprises,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Students,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lakshadweep,2014,Unemployed Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Self-employed Persons (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Business (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Vendor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Agriculture (Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Agricultural Labourers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Others,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Daily Wage Earner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Retired Persons,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lakshadweep,2014,Others,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Lakshadweep,2014,Total,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3
Puducherry,2014,Housewife,0,0,0,0,0,0,0,0,0,21,21,11,6,59,0,0,0,0,0,0,0,59
Puducherry,2014,Profession/Salaried Persons (Total),0,0,6,8,7,1,22,0,0,0,4,0,0,4,0,0,0,0,0,0,0,26
Puducherry,2014,Govt. Servants (Total),0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Puducherry,2014,Central/UT Govt. Servants,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,State Govt. Servants,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Puducherry,2014,Other Statutory Body/etc.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Private Sector Enterprises,0,0,6,7,7,1,21,0,0,0,4,0,0,4,0,0,0,0,0,0,0,25
Puducherry,2014,Public Sector Undertaking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Students,2,4,9,0,0,0,15,1,5,1,0,0,0,7,0,0,0,0,0,0,0,22
Puducherry,2014,Unemployed Persons,0,0,4,16,9,5,34,0,0,4,3,0,0,7,0,0,0,0,0,0,0,41
Puducherry,2014,Self-employed Persons (Total),0,0,8,22,15,1,46,0,0,4,0,0,0,4,0,0,0,0,0,0,0,50
Puducherry,2014,Business (Total),0,0,4,15,10,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Puducherry,2014,Vendor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Tradesmen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Others,0,0,4,15,10,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
Puducherry,2014,Agriculture (Total),0,0,4,7,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Puducherry,2014,Agricultural Labourers,0,0,4,7,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Puducherry,2014,Farmers (Sub Total),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Have Own Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puducherry,2014,Others,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,4
Puducherry,2014,Daily Wage Earner,0,0,20,48,43,2,113,0,0,5,0,0,4,9,0,0,0,0,0,0,0,122
Puducherry,2014,Retired Persons,0,0,0,0,1,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
Puducherry,2014,Others,2,1,47,83,68,52,253,0,6,27,12,7,10,62,0,0,0,0,0,0,0,315
Puducherry,2014,Total,4,5,94,177,143,69,492,1,11,62,40,18,20,152,0,0,0,0,0,0,0,644
Total (States),2014,Housewife,0,0,0,0,0,0,0,17,355,8959,6646,2641,1206,19824,0,0,0,0,0,0,0,19824
Total (States),2014,Profession/Salaried Persons (Total),6,69,2636,3201,1844,201,7957,4,63,722,461,216,23,1489,0,0,0,0,0,0,0,9446
Total (States),2014,Govt. Servants (Total),2,4,419,765,515,43,1748,0,6,187,150,48,8,399,0,0,0,0,0,0,0,2147
Total (States),2014,Central/UT Govt. Servants,1,1,92,187,113,11,405,0,1,47,47,15,5,115,0,0,0,0,0,0,0,520
Total (States),2014,State Govt. Servants,0,2,200,358,301,22,883,0,2,57,65,25,2,151,0,0,0,0,0,0,0,1034
Total (States),2014,Other Statutory Body/etc.,1,1,127,220,101,10,460,0,3,83,38,8,1,133,0,0,0,0,0,0,0,593
Total (States),2014,Private Sector Enterprises,4,56,1819,1973,1036,126,5014,1,29,465,265,134,15,909,0,0,0,0,0,0,0,5923
Total (States),2014,Public Sector Undertaking,0,9,398,463,293,32,1195,3,28,70,46,34,0,181,0,0,0,0,0,0,0,1376
Total (States),2014,Students,366,1581,2013,99,13,2,4074,369,1970,1278,51,3,8,3679,0,0,0,0,0,0,0,7753
Total (States),2014,Unemployed Persons,10,223,2958,2772,1441,789,8193,6,94,605,349,173,148,1375,0,0,2,2,0,0,4,9572
Total (States),2014,Self-employed Persons (Total),12,383,6230,8787,5619,1742,22773,20,217,1098,861,432,281,2909,0,0,2,0,0,0,2,25684
Total (States),2014,Business (Total),6,203,2696,3377,2150,454,8886,4,78,346,258,112,61,859,0,0,0,0,0,0,0,9745
Total (States),2014,Vendor,0,56,398,491,358,76,1379,0,17,43,57,26,20,163,0,0,0,0,0,0,0,1542
Total (States),2014,Tradesmen,0,11,425,515,344,83,1378,2,2,23,15,10,5,57,0,0,0,0,0,0,0,1435
Total (States),2014,Others,6,136,1873,2371,1448,295,6129,2,59,280,186,76,36,639,0,0,0,0,0,0,0,6768
Total (States),2014,Agriculture (Total),2,101,2683,4183,2844,1053,10866,4,87,522,454,237,166,1470,0,0,0,0,0,0,0,12336
Total (States),2014,Agricultural Labourers,1,67,1553,2159,1391,524,5695,2,66,353,290,169,119,999,0,0,0,0,0,0,0,6694
Total (States),2014,Farmers (Sub Total),1,34,1130,2024,1453,529,5171,2,21,169,164,68,47,471,0,0,0,0,0,0,0,5642
Total (States),2014,Have Own Land,1,28,987,1775,1275,480,4546,1,15,135,145,56,43,395,0,0,0,0,0,0,0,4941
Total (States),2014,On Contract/Lease,0,6,143,249,178,49,625,1,6,34,19,12,4,76,0,0,0,0,0,0,0,701
Total (States),2014,Others,4,79,851,1227,625,235,3021,12,52,230,149,83,54,580,0,0,2,0,0,0,2,3603
Total (States),2014,Daily Wage Earner,7,139,4106,5314,3142,1026,13734,4,134,703,509,286,130,1766,0,0,0,0,0,0,0,15500
Total (States),2014,Retired Persons,2,1,29,59,135,542,768,0,2,11,5,8,52,78,0,0,0,0,0,0,0,846
Total (States),2014,Others,472,2139,8591,9755,5852,2655,29464,375,1589,3675,2634,1435,754,10462,0,0,9,0,1,0,10,39936
Total (States),2014,Total,875,4535,26563,29987,18046,6957,86963,795,4424,17051,11516,5194,2602,41582,0,0,13,2,1,0,16,128561
Total (UTs),2014,Housewife,0,0,0,0,0,0,0,0,0,184,97,28,15,324,0,0,0,0,0,0,0,324
Total (UTs),2014,Profession/Salaried Persons (Total),0,2,121,125,56,8,312,0,1,37,10,1,0,49,0,0,0,0,0,0,0,361
Total (UTs),2014,Govt. Servants (Total),0,0,13,17,8,0,38,0,0,14,1,0,0,15,0,0,0,0,0,0,0,53
Total (UTs),2014,Central/UT Govt. Servants,0,0,6,10,5,0,21,0,0,13,1,0,0,14,0,0,0,0,0,0,0,35
Total (UTs),2014,State Govt. Servants,0,0,0,3,1,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,5
Total (UTs),2014,Other Statutory Body/etc.,0,0,7,4,2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
Total (UTs),2014,Private Sector Enterprises,0,2,94,85,40,8,229,0,1,17,9,0,0,27,0,0,0,0,0,0,0,256
Total (UTs),2014,Public Sector Undertaking,0,0,14,23,8,0,45,0,0,6,0,1,0,7,0,0,0,0,0,0,0,52
Total (UTs),2014,Students,17,80,87,3,0,0,187,10,73,45,0,0,0,128,0,0,0,0,0,0,0,315
Total (UTs),2014,Unemployed Persons,1,11,112,123,36,10,293,2,2,33,15,0,1,53,0,0,0,0,0,0,0,346
Total (UTs),2014,Self-employed Persons (Total),0,0,78,89,27,7,201,0,1,9,9,0,0,19,0,0,0,0,0,0,0,220
Total (UTs),2014,Business (Total),0,0,58,62,18,4,142,0,0,1,6,0,0,7,0,0,0,0,0,0,0,149
Total (UTs),2014,Vendor,0,0,14,3,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
Total (UTs),2014,Tradesmen,0,0,2,1,0,2,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,6
Total (UTs),2014,Others,0,0,42,58,17,2,119,0,0,0,6,0,0,6,0,0,0,0,0,0,0,125
Total (UTs),2014,Agriculture (Total),0,0,5,10,5,3,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,24
Total (UTs),2014,Agricultural Labourers,0,0,4,7,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
Total (UTs),2014,Farmers (Sub Total),0,0,1,3,0,3,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8
Total (UTs),2014,Have Own Land,0,0,1,3,0,3,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8
Total (UTs),2014,On Contract/Lease,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total (UTs),2014,Others,0,0,15,17,4,0,36,0,0,8,3,0,0,11,0,0,0,0,0,0,0,47
Total (UTs),2014,Daily Wage Earner,0,4,65,82,55,4,210,0,0,9,7,5,4,25,0,0,0,0,0,0,0,235
Total (UTs),2014,Retired Persons,0,0,0,0,5,17,22,0,0,0,0,0,2,2,0,0,0,0,0,0,0,24
Total (UTs),2014,Others,6,50,317,250,214,104,941,14,47,159,69,20,30,339,0,0,0,0,0,0,0,1280
Total (UTs),2014,Total,24,147,780,672,393,150,2166,26,124,476,207,54,52,939,0,0,0,0,0,0,0,3105
Total (All India),2014,Housewife,0,0,0,0,0,0,0,17,355,9143,6743,2669,1221,20148,0,0,0,0,0,0,0,20148
Total (All India),2014,Profession/Salaried Persons (Total),6,71,2757,3326,1900,209,8269,4,64,759,471,217,23,1538,0,0,0,0,0,0,0,9807
Total (All India),2014,Govt. Servants (Total),2,4,432,782,523,43,1786,0,6,201,151,48,8,414,0,0,0,0,0,0,0,2200
Total (All India),2014,Central/UT Govt. Servants,1,1,98,197,118,11,426,0,1,60,48,15,5,129,0,0,0,0,0,0,0,555
Total (All India),2014,State Govt. Servants,0,2,200,361,302,22,887,0,2,58,65,25,2,152,0,0,0,0,0,0,0,1039
Total (All India),2014,Other Statutory Body/etc.,1,1,134,224,103,10,473,0,3,83,38,8,1,133,0,0,0,0,0,0,0,606
Total (All India),2014,Private Sector Enterprises,4,58,1913,2058,1076,134,5243,1,30,482,274,134,15,936,0,0,0,0,0,0,0,6179
Total (All India),2014,Public Sector Undertaking,0,9,412,486,301,32,1240,3,28,76,46,35,0,188,0,0,0,0,0,0,0,1428
Total (All India),2014,Students,383,1661,2100,102,13,2,4261,379,2043,1323,51,3,8,3807,0,0,0,0,0,0,0,8068
Total (All India),2014,Unemployed Persons,11,234,3070,2895,1477,799,8486,8,96,638,364,173,149,1428,0,0,2,2,0,0,4,9918
Total (All India),2014,Self-employed Persons (Total),12,383,6308,8876,5646,1749,22974,20,218,1107,870,432,281,2928,0,0,2,0,0,0,2,25904
Total (All India),2014,Business (Total),6,203,2754,3439,2168,458,9028,4,78,347,264,112,61,866,0,0,0,0,0,0,0,9894
Total (All India),2014,Vendor,0,56,412,494,359,76,1397,0,17,43,57,26,20,163,0,0,0,0,0,0,0,1560
Total (All India),2014,Tradesmen,0,11,427,516,344,85,1383,2,2,24,15,10,5,58,0,0,0,0,0,0,0,1441
Total (All India),2014,Others,6,136,1915,2429,1465,297,6248,2,59,280,192,76,36,645,0,0,0,0,0,0,0,6893
Total (All India),2014,Agriculture (Total),2,101,2688,4193,2849,1056,10889,4,88,522,454,237,166,1471,0,0,0,0,0,0,0,12360
Total (All India),2014,Agricultural Labourers,1,67,1557,2166,1396,524,5711,2,66,353,290,169,119,999,0,0,0,0,0,0,0,6710
Total (All India),2014,Farmers (Sub Total),1,34,1131,2027,1453,532,5178,2,22,169,164,68,47,472,0,0,0,0,0,0,0,5650
Total (All India),2014,Have Own Land,1,28,988,1778,1275,483,4553,1,16,135,145,56,43,396,0,0,0,0,0,0,0,4949
Total (All India),2014,On Contract/Lease,0,6,143,249,178,49,625,1,6,34,19,12,4,76,0,0,0,0,0,0,0,701
Total (All India),2014,Others,4,79,866,1244,629,235,3057,12,52,238,152,83,54,591,0,0,2,0,0,0,2,3650
Total (All India),2014,Daily Wage Earner,7,143,4171,5396,3197,1030,13944,4,134,712,516,291,134,1791,0,0,0,0,0,0,0,15735
Total (All India),2014,Retired Persons,2,1,29,59,140,559,790,0,2,11,5,8,54,80,0,0,0,0,0,0,0,870
Total (All India),2014,Others,478,2189,8908,10005,6066,2759,30405,389,1636,3834,2703,1455,784,10801,0,0,9,0,1,0,10,41216
Total (All India),2014,Total,899,4682,27343,30659,18439,7107,89129,821,4548,17527,11723,5248,2654,42521,0,0,13,2,1,0,16,131666
